SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-446900931,2/6/2017 11:48:52 AM,2/8/2017 2:27:18 PM,SR Created,BOS,Bulky Items,Closed,Queue Initiated Customer Call,"",N,NC,2/8/2017 12:00:00 AM,,Y,N,"625 S BURLINGTON AVE, 90057",625,S,BURLINGTON,AVE,90057,34.0573896478,-118.272082529,"(34.0573896478, -118.272082529)",634,C,3,Central APC,1,Gilbert Cedillo,121,WESTLAKE SOUTH NC,RAMPART
1-412155571,1/3/2017 10:40:45 AM,1/9/2017 12:00:05 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,SLA,1/9/2017 12:00:00 AM,,Y,N,"1400 ALBANY ST, 90015",1400,"",ALBANY,ST,90015,34.0413795963,-118.275120273,"(34.0413795963, -118.275120273)",634,C,5,Central APC,1,Gilbert Cedillo,76,PICO UNION NC,RAMPART
1-435129081,1/26/2017 9:33:43 AM,2/2/2017 1:39:35 PM,SR Created,BOS,Homeless Encampment,Closed,Call,"",Y,NC,2/2/2017 12:00:00 AM,,Y,N,"LEXINGTON AVE AT VERMONT AVE, 90029",,"","","",90029,34.0934346369,-118.291785715,"(34.0934346369, -118.291785715)",594,A,5,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,NORTHEAST
1-424624101,1/16/2017 11:39:57 AM,1/18/2017 9:27:06 AM,SR Created,BOS,Bulky Items,Cancelled,Call,"",N,WV,1/19/2017 12:00:00 AM,,Y,N,"5700 N ALDEA AVE, 91316",5700,N,ALDEA,AVE,91316,34.1743643262,-118.50748087,"(34.1743643262, -118.50748087)",561,C,1,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY
1-423426351,1/13/2017 4:57:29 PM,1/19/2017 10:50:54 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,SLA,1/19/2017 12:00:00 AM,,Y,N,"8445 S KANSAS AVE, 90044",8445,S,KANSAS,AVE,90044,33.9612836198,-118.294220288,"(33.9612836198, -118.294220288)",704,A,2,South Los Angeles APC,8,Marqueece Harris-Dawson,84,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,77TH STREET
1-428836221,1/19/2017 2:55:00 PM,1/19/2017 2:55:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SGB,1/2/2016 12:00:00 AM,,Y,"","12737 N GLENOAKS BLVD, 91342",12737,N,GLENOAKS,BLVD,91342,,,"",482,A,5,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION
1-439169091,1/30/2017 11:31:29 AM,1/31/2017 3:10:20 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,EV,1/31/2017 12:00:00 AM,,Y,N,"5252 N COLDWATER CANYON AVE, 91401",5252,N,COLDWATER CANYON,AVE,91401,34.1660142175,-118.413636221,"(34.1660142175, -118.413636221)",562,E,2,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS
1-415330321,1/5/2017 3:29:40 PM,1/6/2017 11:56:29 AM,SR Created,BOS,Dead Animal Removal,Closed,Call,"",Y,NC,,,Y,N,"1554 W 6TH ST, 90017",1554,W,6TH,ST,90017,34.0567250736,-118.26904561,"(34.0567250736, -118.26904561)",634,D,3,Central APC,1,Gilbert Cedillo,121,WESTLAKE SOUTH NC,RAMPART
1-423959761,1/15/2017 10:28:06 AM,2/7/2017 11:14:56 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,Y,WLA,1/20/2017 12:00:00 AM,,Y,N,"7901 W BEVERLY BLVD, 90048",7901,W,BEVERLY,BLVD,90048,34.0762588626,-118.361745044,"(34.0762588626, -118.361745044)",633,B,1,Central APC,5,Paul Koretz,58,MID CITY WEST CC,WILSHIRE
1-426181591,1/17/2017 2:19:49 PM,1/24/2017 2:09:33 PM,SR Created,BOS,Bulky Items,Closed,Call,"",Y,EV,1/24/2017 12:00:00 AM,,Y,N,"13116 W BARBARA ANN ST, 91605",13116,W,BARBARA ANN,ST,91605,34.2000918569,-118.418794961,"(34.2000918569, -118.418794961)",532,D,5,South Valley APC,2,Paul Krekorian,22,NOHO WEST NC,NORTH HOLLYWOOD
1-439806461,1/30/2017 3:38:46 PM,2/3/2017 3:28:19 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,EV,2/3/2017 12:00:00 AM,,Y,N,"15169 W REX ST, 91342",15169,W,REX,ST,91342,34.3008206601,-118.463555795,"(34.3008206601, -118.463555795)",481,H,5,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION
1-437242951,1/28/2017 6:31:26 AM,1/28/2017 6:32:21 AM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,"",Y,HB,2/2/2017 12:00:00 AM,,Y,N,"1561 N AVALON BLVD, 90744",1561,N,AVALON,BLVD,90744,33.7945509797,-118.263731616,"(33.7945509797, -118.263731616)",794,E,4,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR
1-439598851,1/30/2017 2:22:36 PM,1/31/2017 7:02:42 AM,SR Created,BSL,Multiple Streetlight Issue,Closed,Call,"",N,CENTRAL,,1/31/2017 7:02:42 AM,Y,N,"132 N ALMONT DR, 90048",132,N,ALMONT,DR,90048,34.0762014031,-118.38764822,"(34.0762014031, -118.38764822)",632,H,1,Central APC,5,Paul Koretz,58,MID CITY WEST CC,WILSHIRE
1-454520431,2/13/2017 4:37:11 PM,2/14/2017 2:44:28 PM,SR Created,BOS,Bulky Items,Closed,Call,"",Y,EV,2/14/2017 12:00:00 AM,,Y,N,"5530 KLUMP AV, 91601",5530,"",KLUMP,AV,91601,34.1708706881,-118.375085351,"(34.1708706881, -118.375085351)",562,J,2,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD
1-434277666,1/25/2017 12:53:47 PM,1/25/2017 12:53:47 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,12/31/2016 12:00:00 AM,,Y,"","8315 S MAIN ST, 90003",8315,S,MAIN,ST,90003,,,"",704,C,2,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET
1-422211921,1/12/2017 3:19:46 PM,1/17/2017 3:38:03 PM,SR Created,OCB,Graffiti Removal,Closed,Call,"",N,SLABT,1/17/2017 3:38:13 PM,,Y,N,"ADAMS BLVD AT BROADWAY, 90007",,"","","",90007,34.0253245363,-118.26979464,"(34.0253245363, -118.26979464)",634,D,7,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-423612148,1/14/2017 10:38:17 AM,1/16/2017 4:28:15 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,Y,NEGB_ELA,1/16/2017 4:28:08 PM,,Y,N,"5930 N MONTEREY ROAD, 90042",5930,N,MONTEREY,ROAD,90042,34.1052608652,-118.1841039,"(34.1052608652, -118.1841039)",595,D,3,East Los Angeles APC,14,Jose Huizar,42,ARROYO SECO NC,HOLLENBECK
1-448774524,2/7/2017 6:35:44 PM,2/8/2017 5:05:51 PM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,iOS,N,NEGB_ELA,2/8/2017 5:05:43 PM,,Y,N,"2407 N DALY ST, 90031",2407,N,DALY,ST,90031,34.0740332012,-118.215823689,"(34.0740332012, -118.215823689)",635,A,1,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK
1-414907628,1/5/2017 11:53:17 AM,1/5/2017 2:07:48 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,12/6/2016 12:00:00 AM,,Y,"","1014 W 60TH ST, 90044",,W,60TH,ST,90044,,,"",674,A,6,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET
1-438395131,1/29/2017 10:32:12 PM,2/10/2017 9:13:19 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,"",Y,SLABT,2/9/2017 9:13:26 AM,,Y,N,"HILL ST AT WASHINGTON BLVD, 90015",,"","","",90015,34.0320443035,-118.26673759,"(34.0320443035, -118.26673759)",634,D,6,South Los Angeles APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,CENTRAL
1-454221911,2/13/2017 2:22:50 PM,2/13/2017 2:22:50 PM,SR Created,BOS,Bulky Items,Open,Call,"",Y,SLA,2/15/2017 12:00:00 AM,,Y,N,"445 E 43RD PL, 90011",445,E,43RD,PL,90011,34.0049032977,-118.266964119,"(34.0049032977, -118.266964119)",674,D,3,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON
1-449790651,2/8/2017 2:54:16 PM,2/9/2017 8:48:46 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,SLA,2/9/2017 12:00:00 AM,,Y,N,"1104 W 60TH PL, 90044",1104,W,60TH,PL,90044,33.984895917,-118.293910238,"(33.984895917, -118.293910238)",674,A,6,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET
1-418066068,1/9/2017 11:53:32 AM,1/10/2017 7:47:59 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,LACC,1/10/2017 7:47:04 AM,,Y,N,"1150 W 38TH ST, 90037",1150,W,38TH,ST,90037,34.0172029295,-118.296087463,"(34.0172029295, -118.296087463)",674,A,2,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST
1-414977851,1/5/2017 12:24:19 PM,1/10/2017 5:31:50 PM,SR Created,OCB,Graffiti Removal,Cancelled,Self Service,"",Y,CCAC,1/10/2017 5:31:13 PM,,Y,N,"1333 W TEMPLE ST, 90026",1333,W,TEMPLE,ST,90026,34.0671847479,-118.255619239,"(34.0671847479, -118.255619239)",634,E,2,East Los Angeles APC,1,Gilbert Cedillo,44,GREATER ECHO PARK ELYSIAN NC,RAMPART
1-417676841,1/9/2017 8:57:16 AM,1/10/2017 11:27:04 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,SLA,1/10/2017 12:00:00 AM,,Y,N,"3631 S 7TH AVE, 90018",3631,S,7TH,AVE,90018,34.0219310069,-118.324941791,"(34.0219310069, -118.324941791)",673,F,1,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST
1-411379881,1/2/2017 10:37:02 AM,1/3/2017 10:30:50 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,1/3/2017 12:00:00 AM,,Y,N,"2510 1/2 E GLEASON AVE, 90033",2510,E,GLEASON,AVE,90033,34.0419738083,-118.20887957,"(34.0419738083, -118.20887957)",635,B,5,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK
1-441303964,1/31/2017 3:03:44 PM,1/31/2017 3:03:44 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/11/2017 12:00:00 AM,,Y,"","960 E JEFFERSON BLVD, 90011",960,E,JEFFERSON,BLVD,90011,,,"",674,E,2,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-420257308,1/11/2017 8:48:04 AM,1/11/2017 8:48:04 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,GAP,1/10/2017 12:00:00 AM,,Y,"","1200 N COIL AVE, 90744",1200,N,COIL,AVE,90744,,,"",794,G,5,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR
1-438083032,1/29/2017 12:10:28 PM,1/29/2017 12:10:29 PM,SR Created,OCB,Graffiti Removal,Open,Mobile App,Android,N,HBT,,,Y,"","1538 N SERRANO AVE, 90027",1538,N,SERRANO,AVE,90027,34.0992641192,-118.307006782,"(34.0992641192, -118.307006782)",593,H,4,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD
1-413931761,1/4/2017 1:35:42 PM,1/6/2017 7:54:17 PM,SR Created,OCB,Graffiti Removal,Closed,Call,"",N,WVA,1/6/2017 9:20:54 AM,,Y,N,"6460 N BALBOA BLVD, 91406",6460,N,BALBOA,BLVD,91406,34.1884872351,-118.500953203,"(34.1884872351, -118.500953203)",531,D,6,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY
1-429962574,1/20/2017 2:03:56 PM,1/24/2017 9:31:26 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,Y,EV,1/24/2017 12:00:00 AM,,Y,"","6707 N DENNY AVE, 91606",6707,N,DENNY,AVE,91606,34.1924402648,-118.365028693,"(34.1924402648, -118.365028693)",533,A,6,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD
1-439223262,1/30/2017 11:49:36 AM,1/30/2017 11:49:36 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/4/2017 12:00:00 AM,,Y,"","100 E VERNON AVE, 90011",100,E,VERNON,AVE,90011,,,"",674,C,3,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON
1-423906084,1/15/2017 8:00:55 AM,1/24/2017 5:07:55 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,Y,CCAC,1/24/2017 5:07:08 PM,,Y,N,"CESAR E CHAVEZ AVE AT HILL PL, 90012",,"","","",90012,34.0598602041,-118.242644681,"(34.0598602041, -118.242644681)",634,G,3,Central APC,1,Gilbert Cedillo,46,HISTORIC CULTURAL NC,CENTRAL
1-443705825,2/2/2017 10:35:52 AM,2/2/2017 10:35:52 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/13/2017 12:00:00 AM,,Y,"","4000 S GRAND AVE, 90037",4000,S,GRAND,AVE,90037,,,"",674,C,2,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON
1-454462491,2/13/2017 4:04:50 PM,2/13/2017 4:04:50 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,CCAC,2/13/2017 12:00:00 AM,,Y,"","1721 N NORTH MAIN ST, 90012",1721,N,NORTH MAIN,ST,90012,,,"",634,J,1,Central APC,1,Gilbert Cedillo,46,HISTORIC CULTURAL NC,CENTRAL
1-428500201,1/19/2017 12:26:21 PM,1/20/2017 1:19:27 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,SLA,1/20/2017 12:00:00 AM,,Y,N,"9314 S GRAPE ST, 90002",9314,S,GRAPE,ST,90002,33.9520118652,-118.236124513,"(33.9520118652, -118.236124513)",704,H,3,South Los Angeles APC,15,Joe Buscaino,88,WATTS NC,SOUTHEAST
1-442354614,2/1/2017 11:34:30 AM,2/5/2017 3:20:01 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,KYCC,2/5/2017 3:20:07 PM,,Y,N,"300 S GRAMERCY PL, 90020",300,S,GRAMERCY,PL,90020,34.0687223156,-118.312697705,"(34.0687223156, -118.312697705)",633,H,1,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,OLYMPIC
1-427912034,1/19/2017 12:19:48 AM,1/30/2017 7:15:45 AM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,iOS,Y,GAPBH,1/24/2017 7:15:29 AM,,Y,N,"3500 E GLEASON AVE, 90063",3500,E,GLEASON,AVE,90063,34.0351924265,-118.193472463,"(34.0351924265, -118.193472463)",635,C,6,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK
1-413758621,1/4/2017 12:18:32 PM,1/5/2017 7:11:10 AM,SR Created,BOS,Bulky Items,Closed,Call,"",Y,WLA,1/5/2017 12:00:00 AM,,Y,N,"1636 S BARRINGTON AVE, 90025",1636,S,BARRINGTON,AVE,90025,34.0417933715,-118.454178651,"(34.0417933715, -118.454178651)",631,J,5,West Los Angeles APC,11,Mike Bonin,66,WEST LOS ANGELES NC,WEST LOS ANGELES
1-442808741,2/1/2017 2:48:48 PM,2/1/2017 2:48:48 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/11/2017 12:00:00 AM,,Y,"","951 W 62ND ST, 90044",951,W,62ND,ST,90044,,,"",674,A,6,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET
1-453622047,2/13/2017 10:06:13 AM,2/13/2017 10:06:13 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,LACC,2/10/2017 12:00:00 AM,,Y,"","5727 W JEFFERSON BLVD, 90016",5727,W,JEFFERSON,BLVD,90016,,,"",633,A,7,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST
1-443963181,2/2/2017 12:46:15 PM,2/3/2017 6:15:19 AM,SR Created,BOS,Dead Animal Removal,Closed,Call,"",Y,SLA,,,Y,N,"36TH ST AT AVALON BLVD, 90011",,"","","",90011,34.0135902588,-118.265300735,"(34.0135902588, -118.265300735)",674,D,2,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-441683241,1/31/2017 6:52:13 PM,1/31/2017 6:50:00 PM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,"",Y,SLA,2/3/2017 12:00:00 AM,,Y,N,"191 E COLDEN AVE, 90003",191,E,COLDEN,AVE,90003,33.9492912409,-118.271972533,"(33.9492912409, -118.271972533)",704,D,4,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST
1-449251191,2/8/2017 10:30:00 AM,2/8/2017 10:30:00 AM,SR Created,BOS,Bulky Items,Open,Call,"",Y,NC,2/15/2017 12:00:00 AM,,Y,N,"2017 W OLYMPIC BLVD, 90006",2017,W,OLYMPIC,BLVD,90006,34.0515380808,-118.279098299,"(34.0515380808, -118.279098299)",634,C,4,Central APC,1,Gilbert Cedillo,121,WESTLAKE SOUTH NC,RAMPART
1-421924421,1/12/2017 12:39:04 PM,1/14/2017 2:42:05 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,"",N,OCB,1/14/2017 2:41:57 PM,,Y,N,"WASHINGTON BLVD AT 6TH AVE, 90018",,"","","",90018,34.0398820556,-118.323682444,"(34.0398820556, -118.323682444)",633,F,5,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",WILSHIRE
1-452829121,2/11/2017 3:21:57 PM,2/13/2017 10:25:26 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,2/13/2017 12:00:00 AM,,Y,N,"5030 E WILLIAMS PL, 90032",5030,E,WILLIAMS,PL,90032,34.0677699061,-118.175501958,"(34.0677699061, -118.175501958)",635,E,1,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK
1-428634711,1/19/2017 1:29:42 PM,1/26/2017 10:27:55 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,"",N,WV,1/26/2017 12:00:00 AM,,Y,N,"18333 W HATTERAS ST, 91356",18333,W,HATTERAS,ST,91356,34.1775954299,-118.532508845,"(34.1775954299, -118.532508845)",560,J,1,South Valley APC,3,Bob Blumenfield,17,TARZANA NC,WEST VALLEY
1-438797260,1/30/2017 9:06:26 AM,2/3/2017 4:30:02 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,N,HB,2/3/2017 12:00:00 AM,,Y,"","579 1/2 W 12TH ST, 90731",579,W,12TH,ST,90731,33.7332080165,-118.289653142,"(33.7332080165, -118.289653142)",824,B,6,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR
1-426085351,1/17/2017 1:37:19 PM,1/20/2017 10:41:21 AM,SR Created,BOS,Bulky Items,Closed,Call,"",Y,NC,1/20/2017 12:00:00 AM,,Y,N,"901 S WILTON PL, 90019",901,S,WILTON,PL,90019,34.0555586412,-118.31443788,"(34.0555586412, -118.31443788)",633,G,3,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,OLYMPIC
1-425473401,1/17/2017 9:28:05 AM,1/23/2017 12:18:19 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,1/23/2017 12:00:00 AM,,Y,N,"2748 E BOULDER ST, 90033",2748,E,BOULDER,ST,90033,34.0466795043,-118.2011316,"(34.0466795043, -118.2011316)",635,B,4,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK
1-438984181,1/30/2017 10:19:53 AM,2/2/2017 6:12:44 PM,SR Created,BOS,Homeless Encampment,Pending,Self Service,"",Y,EV,2/9/2017 12:00:00 AM,,Y,N,"15546 W FRIAR ST, 91411",15546,W,FRIAR,ST,91411,34.1855832382,-118.4732746,"(34.1855832382, -118.4732746)",531,G,7,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS
1-416728131,1/7/2017 9:10:24 AM,1/16/2017 12:23:37 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,HBT,1/2/2017 12:00:00 AM,,Y,"","935 N WESTERN AVE, 90029",,N,WESTERN,AVE,90029,,,"",593,H,6,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD
1-453894641,2/13/2017 12:00:09 PM,2/14/2017 8:36:15 AM,SR Created,BOS,Bulky Items,Closed,Call,"",Y,NC,2/14/2017 12:00:00 AM,,Y,N,"5401 N KINCHELOE DR, 90041",5401,N,KINCHELOE,DR,90041,34.1462745365,-118.199601357,"(34.1462745365, -118.199601357)",565,B,5,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST
1-438662231,1/30/2017 7:59:10 AM,2/2/2017 3:20:52 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,EV,2/2/2017 12:00:00 AM,,Y,N,"8001 N CANTALOUPE AVE, 91402",8001,N,CANTALOUPE,AVE,91402,34.21623847,-118.433911278,"(34.21623847, -118.433911278)",532,B,2,North Valley APC,6,Nury Martinez,100,PANORAMA CITY NC,MISSION
1-434249861,1/25/2017 12:40:13 PM,1/25/2017 12:41:19 PM,SR Created,BOS,Bulky Items,Cancelled,Call,"",N,EV,1/31/2017 12:00:00 AM,,Y,N,"5241 N RIVERTON AVE, 91601",5241,N,RIVERTON,AVE,91601,34.1660362276,-118.365529406,"(34.1660362276, -118.365529406)",563,A,2,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD
1-431136731,1/23/2017 8:16:28 AM,1/25/2017 2:25:53 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,"",N,EV,1/25/2017 12:00:00 AM,,Y,N,"4730 N NATICK AVE, 91403",4730,N,NATICK,AVE,91403,34.1567825646,-118.454062018,"(34.1567825646, -118.454062018)",561,J,4,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS
1-453109791,2/12/2017 2:03:23 PM,2/15/2017 8:13:09 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,2/15/2017 12:00:00 AM,,Y,N,"432 N CORONADO ST, 90026",432,N,CORONADO,ST,90026,34.0734351297,-118.272582787,"(34.0734351297, -118.272582787)",634,C,1,East Los Angeles APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,RAMPART
1-423375511,1/13/2017 4:11:30 PM,1/22/2017 11:28:44 PM,SR Created,BSL,Single Streetlight Issue,Closed,Self Service,"",Y,WEST,1/17/2017 12:00:00 AM,,Y,Y,"10951 W SUNSET BLVD, 90077",10951,W,SUNSET,BLVD,90077,34.07653254,-118.454873819999,"(34.07653254, -118.454873819999)",631,J,1,West Los Angeles APC,5,Paul Koretz,64,BEL AIR-BEVERLY CREST NC,WEST LOS ANGELES
1-430715487,1/22/2017 7:21:00 AM,2/4/2017 2:29:10 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,GAPBH,1/17/2017 12:00:00 AM,,Y,"","900 EUCLID AV, 90023",,"","","",,,,"",635,B,7,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK
1-450177311,2/8/2017 11:52:33 PM,2/10/2017 7:41:42 AM,SR Created,BOS,Bulky Items,Closed,Self Service,"",N,NC,2/10/2017 12:00:00 AM,,Y,N,"1230 N BERENDO ST, 90029",1230,N,BERENDO,ST,90029,34.0943071161,-118.294566539,"(34.0943071161, -118.294566539)",594,A,5,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,NORTHEAST
1-417617431,1/9/2017 8:28:44 AM,1/16/2017 2:06:57 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,Y,NC,1/16/2017 12:00:00 AM,,Y,"","115 N SOTO ST, 90033",115,N,SOTO,ST,90033,34.044209862,-118.209712108,"(34.044209862, -118.209712108)",635,B,5,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK
1-435771211,1/26/2017 2:54:19 PM,1/26/2017 2:54:19 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/3/2017 12:00:00 AM,,Y,"","2113 S HILL ST, 90007",2113,S,HILL,ST,90007,,,"",634,D,7,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-438702101,1/30/2017 8:23:39 AM,2/1/2017 6:05:41 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,WLA,2/1/2017 12:00:00 AM,,Y,N,"3300 S COOLIDGE AVE, 90066",3300,S,COOLIDGE,AVE,90066,34.0195426063,-118.432061903,"(34.0195426063, -118.432061903)",672,C,1,West Los Angeles APC,11,Mike Bonin,67,MAR VISTA CC,PACIFIC
1-417480631,1/8/2017 9:02:24 PM,1/10/2017 6:34:50 AM,SR Created,BOS,Bulky Items,Closed,Call,"",Y,WV,1/10/2017 12:00:00 AM,,Y,N,"19541 W CANTARA ST, 91335",19541,W,CANTARA,ST,91335,34.2192311664,-118.55934807,"(34.2192311664, -118.55934807)",530,F,2,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY
1-441373381,1/31/2017 3:35:39 PM,2/5/2017 7:21:56 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,Y,KYCC,2/4/2017 7:21:59 AM,,Y,N,"201 N NORMANDIE AVE, 90004",201,N,NORMANDIE,AVE,90004,34.0754969125,-118.300578784,"(34.0754969125, -118.300578784)",633,J,1,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-415117441,1/5/2017 1:37:27 PM,1/7/2017 11:50:40 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,N,HBT,1/6/2017 11:47:58 AM,,Y,N,"1537 N WESTERN AVE, 90027",1537,N,WESTERN,AVE,90027,34.0992226003,-118.309403718,"(34.0992226003, -118.309403718)",593,H,4,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD
